Charging event,Unique User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model,,,
11555963,User 520,51468,2,21/01/2021,07:33,21/01/2021,14:48,23.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11555904,User 1154,70202,1,21/01/2021,07:20,21/01/2021,18:33,41.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553836,User 623,51467,2,20/01/2021,18:29,21/01/2021,08:22,14.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553821,User 613,70204,1,20/01/2021,18:27,21/01/2021,08:30,15.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553805,User 618,70204,2,20/01/2021,18:24,21/01/2021,08:23,9.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11553788,User 149,51467,1,20/01/2021,18:20,21/01/2021,18:03,14.89,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11548110,User 621,70200,2,20/01/2021,16:42,21/01/2021,08:22,31.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11536452,User 433,70201,1,20/01/2021,13:42,20/01/2021,17:11,13.63,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11522072,User 1115,70204,1,20/01/2021,09:59,20/01/2021,17:27,3.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11518158,User 1141,70200,2,20/01/2021,08:58,20/01/2021,14:55,41.22,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516725,User 1171,70201,2,20/01/2021,08:30,20/01/2021,18:27,19.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516428,User 1118,70202,2,20/01/2021,08:09,20/01/2021,12:23,7.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516408,User 313,70201,1,20/01/2021,08:08,20/01/2021,12:24,5.48,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11516111,User 380,70202,1,20/01/2021,07:47,20/01/2021,17:44,6.7,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515608,User 1138,70203,1,20/01/2021,07:10,20/01/2021,13:47,33.8,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515532,User 1115,51467,1,20/01/2021,07:04,20/01/2021,09:51,10.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11515258,User 406,70204,2,20/01/2021,06:42,20/01/2021,16:41,10.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488643,User 624,70203,2,19/01/2021,18:19,20/01/2021,18:25,10.08,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488138,User 621,70204,1,19/01/2021,18:11,20/01/2021,08:21,29.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11488030,User 618,70204,2,19/01/2021,18:09,20/01/2021,06:38,4.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11482092,User 618,70204,1,19/01/2021,16:36,19/01/2021,18:07,5.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11481946,User 621,70204,2,19/01/2021,16:34,19/01/2021,18:05,5.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11463097,User 473,70222,2,19/01/2021,11:42,21/01/2021,09:41,-52.18,Wellington Place ,APT 7kW Dual Outlet,,,
11460434,User 313,70204,1,19/01/2021,11:00,19/01/2021,12:27,5.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11452595,User 1139,70201,1,19/01/2021,08:58,19/01/2021,17:29,10.9,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450480,User 1144,51467,1,19/01/2021,08:16,19/01/2021,12:16,15.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450328,User 433,70202,1,19/01/2021,07:56,19/01/2021,18:00,17.5,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11450262,User 380,70201,2,19/01/2021,07:45,19/01/2021,17:13,10.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11449997,User 406,70204,2,19/01/2021,06:36,19/01/2021,16:11,10.94,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11441832,User 613,70200,2,18/01/2021,21:08,20/01/2021,08:02,12.08,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11441317,User 473,70222,1,18/01/2021,20:59,19/01/2021,11:28,3.99,Wellington Place ,APT 7kW Dual Outlet,,,
11435537,User 623,70203,1,18/01/2021,19:22,19/01/2021,18:13,11.27,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11435352,User 620,51468,2,18/01/2021,19:20,20/01/2021,18:21,12.59,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11434694,User 624,70204,2,18/01/2021,19:09,19/01/2021,06:32,0.64,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11434516,User 618,70204,1,18/01/2021,19:06,19/01/2021,07:59,0.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11426635,User 623,51467,2,18/01/2021,16:57,19/01/2021,12:16,27.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11425277,User 621,70203,2,18/01/2021,16:35,19/01/2021,08:07,30.25,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11424850,User 618,70204,2,18/01/2021,16:29,18/01/2021,19:03,6.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11424782,User 613,70203,1,18/01/2021,16:27,18/01/2021,17:54,4.35,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11419965,User 520,70201,2,18/01/2021,14:33,18/01/2021,23:49,21.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11408321,User 615,70200,2,18/01/2021,11:28,18/01/2021,19:15,4.56,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11400859,User 433,70202,2,18/01/2021,09:28,18/01/2021,17:58,33.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11398193,User 1141,51468,2,18/01/2021,08:46,18/01/2021,16:35,53.79,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11397992,User 1118,51467,1,18/01/2021,08:38,18/01/2021,14:39,7.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11396812,User 1139,70202,1,18/01/2021,07:01,18/01/2021,21:52,11.08,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11396686,User 1181,70204,1,18/01/2021,06:49,18/01/2021,17:20,25.62,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11396552,User 1144,51467,2,18/01/2021,06:36,18/01/2021,16:43,52.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11374945,User 473,70222,2,17/01/2021,19:22,18/01/2021,18:40,14.91,Wellington Place ,APT 7kW Dual Outlet,,,
11361336,User 621,70201,2,17/01/2021,15:38,18/01/2021,09:15,8.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11352514,User 473,70222,2,17/01/2021,13:17,17/01/2021,16:18,0.02,Wellington Place ,APT 7kW Dual Outlet,,,
11340779,User 1132,70202,2,17/01/2021,08:25,17/01/2021,20:26,46.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11301968,User 473,70222,2,16/01/2021,19:55,17/01/2021,13:00,19.17,Wellington Place ,APT 7kW Dual Outlet,,,
11291891,User 613,70201,1,16/01/2021,15:59,18/01/2021,13:17,17.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11291691,User 623,51468,2,16/01/2021,15:56,17/01/2021,10:15,9.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11291591,User 621,51467,1,16/01/2021,15:55,17/01/2021,10:15,20.73,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11288630,User 618,70203,2,16/01/2021,15:08,18/01/2021,08:10,7.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11288615,User 623,70200,2,16/01/2021,15:07,18/01/2021,01:34,7.68,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11279422,User 473,70222,2,16/01/2021,10:04,16/01/2021,16:04,-46.26,Wellington Place ,APT 7kW Dual Outlet,,,
11279068,User 1118,51467,1,16/01/2021,09:35,16/01/2021,12:04,7.21,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11277840,User 1115,70202,1,16/01/2021,07:44,16/01/2021,16:07,14.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11277251,User 1181,51468,2,16/01/2021,06:45,16/01/2021,13:16,6.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11252237,User 613,70200,2,15/01/2021,16:58,16/01/2021,07:59,18.11,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11250539,User 621,70201,2,15/01/2021,16:31,16/01/2021,08:03,34.48,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11244298,User 618,70203,1,15/01/2021,14:18,16/01/2021,08:02,4.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11244280,User 620,70204,2,15/01/2021,14:17,18/01/2021,07:56,5.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11240486,User 433,70202,1,15/01/2021,09:12,15/01/2021,14:48,22.06,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11239355,User 520,51467,2,15/01/2021,07:46,17/01/2021,16:15,22.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11239040,User 1139,70201,2,15/01/2021,07:20,15/01/2021,16:22,11.97,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11200798,User 433,70202,1,14/01/2021,13:31,14/01/2021,17:03,13.91,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11186958,User 613,70202,2,14/01/2021,09:49,15/01/2021,08:32,6.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11181563,User 380,70203,1,14/01/2021,07:48,14/01/2021,15:13,3.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11181042,User 1115,51467,2,14/01/2021,07:03,14/01/2021,16:55,12.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11181003,User 1139,70201,2,14/01/2021,07:00,14/01/2021,17:07,11.32,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11171010,User 621,70202,2,13/01/2021,21:03,14/01/2021,08:19,9.68,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11170982,User 613,51468,2,13/01/2021,21:03,14/01/2021,08:11,27.79,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11160382,User 620,70203,2,13/01/2021,18:08,15/01/2021,09:17,13.14,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11160217,User 623,70204,1,13/01/2021,18:05,16/01/2021,08:10,12.26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11160122,User 618,70204,2,13/01/2021,18:04,15/01/2021,09:17,14.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11159646,User 623,51467,1,13/01/2021,17:56,16/01/2021,08:12,13.91,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11146065,User 433,70202,2,13/01/2021,14:17,13/01/2021,18:16,15.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11126352,User 1141,70203,2,13/01/2021,09:01,13/01/2021,15:31,47.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11125268,User 472,51467,1,13/01/2021,08:44,13/01/2021,10:23,1.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11124961,User 1182,70202,1,13/01/2021,08:21,13/01/2021,17:59,36.67,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11123986,User 380,70203,1,13/01/2021,07:49,13/01/2021,17:51,7.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11123855,User 1174,51468,2,13/01/2021,07:47,13/01/2021,17:31,72.36,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11121371,User 1139,70200,2,13/01/2021,07:03,13/01/2021,17:13,11.14,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11121191,User 1121,51467,2,13/01/2021,07:00,13/01/2021,19:10,12.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11109535,User 620,51467,1,12/01/2021,20:54,13/01/2021,08:11,10.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11103572,User 621,70201,2,12/01/2021,19:16,13/01/2021,17:50,31.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11103455,User 618,70202,2,12/01/2021,19:14,13/01/2021,08:16,13.26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11103241,User 613,70201,1,12/01/2021,19:10,13/01/2021,08:21,9.38,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11102748,User 149,70204,1,12/01/2021,19:03,13/01/2021,17:59,8.76,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11096853,User 612,70204,2,12/01/2021,17:27,13/01/2021,17:57,17.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11085273,User 520,70203,1,12/01/2021,14:22,13/01/2021,00:03,21.02,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11071615,User 1174,70204,1,12/01/2021,10:44,12/01/2021,13:01,17.27,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11070425,User 612,70203,2,12/01/2021,10:25,12/01/2021,10:36,0.66,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11064320,User 1126,70204,2,12/01/2021,08:48,12/01/2021,17:19,32.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11063586,User 1138,70203,1,12/01/2021,08:27,12/01/2021,13:33,24.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11063444,User 1144,51467,1,12/01/2021,08:17,12/01/2021,15:25,18.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11063082,User 380,70201,2,12/01/2021,07:48,12/01/2021,17:48,8.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11063010,User 472,70201,1,12/01/2021,07:42,12/01/2021,09:47,1.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11062646,User 1115,51468,2,12/01/2021,07:11,12/01/2021,17:10,13.44,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11062464,User 1123,51467,2,12/01/2021,06:55,12/01/2021,16:58,9.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11045804,User 618,70204,2,11/01/2021,19:06,12/01/2021,08:04,9.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11043659,User 623,70202,2,11/01/2021,18:31,12/01/2021,19:04,12.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11039400,User 624,70203,1,11/01/2021,17:21,12/01/2021,08:14,17.47,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11037191,User 618,70204,2,11/01/2021,16:45,11/01/2021,17:51,3.98,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11036762,User 621,70204,1,11/01/2021,16:38,12/01/2021,08:17,25.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11036614,User 620,70202,1,11/01/2021,16:36,12/01/2021,18:31,11.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11035415,User 623,70200,2,11/01/2021,16:16,12/01/2021,19:06,10.05,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11030628,User 149,51467,1,11/01/2021,14:59,12/01/2021,08:04,12.16,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11019999,User 615,51467,2,11/01/2021,12:08,11/01/2021,18:24,4.15,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11011228,User 1141,70200,2,11/01/2021,09:47,11/01/2021,12:30,20.33,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11005467,User 380,70202,1,11/01/2021,07:41,11/01/2021,14:59,9.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11005226,User 1115,51468,2,11/01/2021,07:13,11/01/2021,18:57,15.4,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
11005224,User 1139,70202,2,11/01/2021,07:12,11/01/2021,17:54,10.07,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10996325,User 613,70203,2,10/01/2021,15:26,12/01/2021,09:34,21.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10996303,User 621,70200,2,10/01/2021,15:25,11/01/2021,08:06,10.59,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10992019,User 473,70222,2,10/01/2021,09:20,15/01/2021,13:20,0.74,Wellington Place ,APT 7kW Dual Outlet,,,
10991181,User 304,51468,2,10/01/2021,08:03,10/01/2021,18:05,38.52,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10991006,User 1175,51467,1,10/01/2021,07:46,10/01/2021,20:20,12.94,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10970240,User 149,70203,1,09/01/2021,18:11,11/01/2021,07:59,18.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10970099,User 620,70204,2,09/01/2021,18:08,11/01/2021,08:08,17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10969719,User 618,70204,1,09/01/2021,18:02,11/01/2021,08:01,10.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10969606,User 621,70203,2,09/01/2021,18:00,10/01/2021,10:02,12.52,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10960585,User 621,70204,1,09/01/2021,15:10,09/01/2021,18:00,18.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10960544,User 624,70201,1,09/01/2021,14:59,11/01/2021,18:21,13.51,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10960438,User 615,70203,1,09/01/2021,14:30,09/01/2021,18:04,10.6,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10959516,User 473,70222,2,09/01/2021,10:07,10/01/2021,09:06,2.8,Wellington Place ,APT 7kW Dual Outlet,,,
10959266,User 380,70200,2,09/01/2021,07:50,09/01/2021,17:49,7.45,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10954991,User 620,70203,2,08/01/2021,18:15,09/01/2021,08:01,7.93,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10954762,User 615,51468,2,08/01/2021,18:10,09/01/2021,18:12,14.86,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10954407,User 623,51467,1,08/01/2021,18:03,09/01/2021,18:15,0.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10954286,User 618,51467,2,08/01/2021,18:00,09/01/2021,08:45,10.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10949734,User 613,70204,2,08/01/2021,16:08,09/01/2021,17:58,17.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10949142,User 621,70202,1,08/01/2021,15:55,09/01/2021,08:58,32.31,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10947824,User 1115,70203,1,08/01/2021,13:20,08/01/2021,15:08,11.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10947042,User 433,70201,2,08/01/2021,09:24,08/01/2021,20:24,33.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946804,User 494,70202,1,08/01/2021,08:24,08/01/2021,14:00,20.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946762,User 1149,70202,2,08/01/2021,08:13,08/01/2021,20:01,20.01,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946726,User 1144,51467,2,08/01/2021,08:01,08/01/2021,16:45,58.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946675,User 380,70203,2,08/01/2021,07:43,08/01/2021,17:52,10.17,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946333,User 615,70201,2,07/01/2021,21:15,08/01/2021,08:15,15.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10946329,User 621,70204,2,07/01/2021,21:12,08/01/2021,08:49,10.34,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945680,User 623,51468,2,07/01/2021,18:08,08/01/2021,18:03,16.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945674,User 623,51467,1,07/01/2021,18:07,08/01/2021,08:14,8.83,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945465,User 613,70203,1,07/01/2021,16:57,08/01/2021,08:29,18.55,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945458,User 620,70202,1,07/01/2021,16:52,08/01/2021,08:15,9.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945446,User 624,70204,1,07/01/2021,16:49,08/01/2021,18:16,9.81,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10945206,User 149,70200,2,07/01/2021,15:43,08/01/2021,18:10,14.24,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10944960,User 473,70222,2,07/01/2021,14:39,09/01/2021,09:10,6.14,Wellington Place ,APT 7kW Dual Outlet,,,
10944275,User 618,70201,2,07/01/2021,12:02,07/01/2021,18:09,7.84,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943800,User 433,70200,2,07/01/2021,09:40,07/01/2021,12:59,26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943793,User 433,70201,2,07/01/2021,09:38,,,,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943790,User 433,70201,1,07/01/2021,09:37,,,,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943604,User 1118,51467,2,07/01/2021,08:46,07/01/2021,17:16,7.12,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943291,User 1139,70203,1,07/01/2021,07:13,07/01/2021,16:48,11.39,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943242,User 406,70204,2,07/01/2021,06:51,07/01/2021,17:25,11.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943014,User 621,51468,2,06/01/2021,21:02,07/01/2021,17:52,19.73,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10943010,User 613,70204,2,06/01/2021,20:56,07/01/2021,06:47,16.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942710,User 623,70201,1,06/01/2021,18:21,07/01/2021,08:08,13.54,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942701,User 620,70200,2,06/01/2021,18:13,07/01/2021,08:11,3.72,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942680,User 615,51467,1,06/01/2021,18:06,07/01/2021,17:52,9.43,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942667,User 618,70204,1,06/01/2021,18:04,07/01/2021,08:14,2.58,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942391,User 618,70204,2,06/01/2021,16:43,06/01/2021,18:02,4.7,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942385,User 613,70203,1,06/01/2021,16:39,06/01/2021,17:56,8.11,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10942210,User 621,70202,2,06/01/2021,15:44,06/01/2021,17:55,8.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10941760,User 433,70201,1,06/01/2021,13:53,06/01/2021,17:32,14.06,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10941076,User 615,70201,2,06/01/2021,11:11,07/01/2021,08:26,17.28,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940921,User 380,70203,2,06/01/2021,10:20,06/01/2021,16:32,7.2,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940731,User 1141,70202,2,06/01/2021,09:22,06/01/2021,15:31,17.4,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940408,User 1144,51467,2,06/01/2021,07:52,06/01/2021,17:49,26.74,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940313,User 1139,51468,2,06/01/2021,07:21,06/01/2021,17:32,11.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940303,User 1138,51467,1,06/01/2021,07:12,06/01/2021,13:42,27.53,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940244,User 406,70204,2,06/01/2021,06:39,06/01/2021,16:20,10.78,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10940043,User 615,70200,2,05/01/2021,21:10,06/01/2021,11:36,12.57,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939728,User 618,70203,1,05/01/2021,18:03,06/01/2021,08:19,10.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939719,User 620,70202,2,05/01/2021,18:00,06/01/2021,08:18,8.36,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939712,User 612,70204,2,05/01/2021,17:57,06/01/2021,06:34,0.65,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939707,User 624,70204,1,05/01/2021,17:55,06/01/2021,17:58,6.1,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939698,User 623,70202,1,05/01/2021,17:52,06/01/2021,18:06,30.46,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939547,User 613,70201,1,05/01/2021,16:56,06/01/2021,08:19,23.09,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939496,User 621,70203,2,05/01/2021,16:41,06/01/2021,09:18,32.13,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10939477,User 624,70204,2,05/01/2021,16:36,05/01/2021,17:53,4.61,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937761,User 1141,70204,1,05/01/2021,08:11,05/01/2021,15:40,53.95,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937739,User 1183,70203,2,05/01/2021,08:04,05/01/2021,14:43,23.87,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937714,User 1144,51468,2,05/01/2021,07:56,05/01/2021,13:47,43.97,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937695,User 494,70202,1,05/01/2021,07:50,05/01/2021,17:20,37.34,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937671,User 380,70201,2,05/01/2021,07:43,05/01/2021,17:59,10.29,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937597,User 1121,51467,1,05/01/2021,07:04,05/01/2021,20:29,12.26,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937595,User 1121,51467,1,05/01/2021,07:03,05/01/2021,07:03,0.04,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937594,User 1139,70202,2,05/01/2021,07:02,05/01/2021,16:48,11.3,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937560,User 406,70204,2,05/01/2021,06:34,05/01/2021,16:09,10.06,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937367,User 613,70201,1,04/01/2021,21:19,05/01/2021,08:09,28.03,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937366,User 621,70203,1,04/01/2021,21:18,05/01/2021,08:06,26.96,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937169,User 623,70204,1,04/01/2021,19:09,05/01/2021,08:08,16.85,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10937162,User 618,70204,2,04/01/2021,19:05,05/01/2021,06:30,8.37,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10936970,User 1121,70204,2,04/01/2021,17:27,04/01/2021,17:58,1.94,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
10936831,User 624,51467,2,04/01/2021,16:39,05/01/2021,08:07,18.46,Woodhouse Lane Car Park,APT 7kW Dual Outlet,,,
